author_genres,author_name,book_title,genre_1,genre_2,comb
crime,stefania mattana,into the killer sphere (chase williams detective stories #1),mystery,mystery,crime stefania mattana into the killer sphere (chase williams detective stories #1) mystery mystery
romance,elizabeth hoyt,duke of sin,romance,romance,romance elizabeth hoyt duke of sin romance romance
christian,stephany tullis,blue lady (angelica mason),fiction,see top shelves…,christian stephany tullis blue lady (angelica mason) fiction see top shelves…
romance contemporary,j.b. salsbury,fighting to forget,romance,warfare,romance contemporary j.b. salsbury fighting to forget romance warfare
romance mystery thrillers,linda howard,death angel,romance,romance,romance mystery thrillers linda howard death angel romance romance
cooking food wine,jeff  smith,the frugal gourmet cooks italian  recipes from the new and old worlds  simplified for the american kitchen,food and drink,food and drink,cooking food wine jeff  smith the frugal gourmet cooks italian  recipes from the new and old worlds  simplified for the american kitchen food and drink food and drink
fantasy,mark  lawrence,the liar's key,fantasy,fiction,fantasy mark  lawrence the liar's key fantasy fiction
gay and lesbian science fiction,manna francis,blood & circuses,romance,science fiction,gay and lesbian science fiction manna francis blood & circuses romance science fiction
romance,sienna mynx,destino,romance,romance,romance sienna mynx destino romance romance
romance,c.d. reiss,spin,romance,adult fiction,romance c.d. reiss spin romance adult fiction
gay lesbian,kindle alexander,always,romance,romance,gay lesbian kindle alexander always romance romance
science fiction fantasy,michelle sagara west,into the dark lands,fantasy,romance,science fiction fantasy michelle sagara west into the dark lands fantasy romance
science fiction fantasy,lois mcmaster bujold,penric's demon,fantasy,novella,science fiction fantasy lois mcmaster bujold penric's demon fantasy novella
non fiction,doris janzen longacre,more with less cookbook,food and drink,food and drink,non fiction doris janzen longacre more with less cookbook food and drink food and drink
romance historical fiction mystery thrillers,georgette heyer,these old shades,romance,romance,romance historical fiction mystery thrillers georgette heyer these old shades romance romance
contemporary romance,sarah brocious,what remains,romance,contemporary,contemporary romance sarah brocious what remains romance contemporary
gay lesbian,j.p. barnaby,spencer,romance,contemporary,gay lesbian j.p. barnaby spencer romance contemporary
literature fiction,eoin colfer,the lost colony,fantasy,young adult,literature fiction eoin colfer the lost colony fantasy young adult
ebooks,bella jewel,'til death  volume one,romance,romance,ebooks bella jewel 'til death  volume one romance romance
comics graphic novels,jason aaron,thor  volume 1  the goddess of thunder,sequential art,sequential art,comics graphic novels jason aaron thor  volume 1  the goddess of thunder sequential art sequential art
cooking food wine,james beard,james beard's american cookery,food and drink,food and drink,cooking food wine james beard james beard's american cookery food and drink food and drink
romance,donna k. weaver,hope's watch,romance,romance,romance donna k. weaver hope's watch romance romance
science fiction fantasy,adrian tchaikovsky,children of time,science fiction,fiction,science fiction fantasy adrian tchaikovsky children of time science fiction fiction
cooking food wine,guy fieri,diners  drive ins and dives  an all american road trip . . . with recipes!,food and drink,food and drink,cooking food wine guy fieri diners  drive ins and dives  an all american road trip . . . with recipes! food and drink food and drink
cookbooks,laurel robertson,the new laurel's kitchen,food and drink,food and drink,cookbooks laurel robertson the new laurel's kitchen food and drink food and drink
paranormal romance,kresley cole,kiss of a demon king,romance,fantasy,paranormal romance kresley cole kiss of a demon king romance fantasy
fantasy,danielle devor,papap's teeth,short stories,horror,fantasy danielle devor papap's teeth short stories horror
science fiction fantasy,carolyn ives gilman,dark orbit,science fiction,fiction,science fiction fantasy carolyn ives gilman dark orbit science fiction fiction
urban fantasy,kim harrison,the undead pool,fantasy,fantasy,urban fantasy kim harrison the undead pool fantasy fantasy
new adult romance paranormal,emma winters,equal parts,new adult,romance,new adult romance paranormal emma winters equal parts new adult romance
mystery romance,alan  hardy,good queen beth,adult fiction,romance,mystery romance alan  hardy good queen beth adult fiction romance
cooking food wine,rachael ray,rachael ray 365  no repeats  a year of deliciously different dinners,food and drink,food and drink,cooking food wine rachael ray rachael ray 365  no repeats  a year of deliciously different dinners food and drink food and drink
fantasy fiction,j.r.r. tolkien,the two towers,fantasy,classics,fantasy fiction j.r.r. tolkien the two towers fantasy classics
horror,linda  watkins,secrets  a story of love and betrayal,horror,short stories,horror linda  watkins secrets  a story of love and betrayal horror short stories
romance,scarlett dawn,king cave,fantasy,new adult,romance scarlett dawn king cave fantasy new adult
cooking food wine biographies memoirs,paula h. deen,the lady & sons  too!  a whole new batch of recipes from savannah,food and drink,food and drink,cooking food wine biographies memoirs paula h. deen the lady & sons  too!  a whole new batch of recipes from savannah food and drink food and drink
science,eliezer yudkowsky,harry potter and the methods of rationality,fantasy,fiction,science eliezer yudkowsky harry potter and the methods of rationality fantasy fiction
cookbooks,the moosewood collective,moosewood restaurant cooks at home  fast and easy recipes for any day,food and drink,food and drink,cookbooks the moosewood collective moosewood restaurant cooks at home  fast and easy recipes for any day food and drink food and drink
science fiction,pierce brown,golden son,science fiction,fantasy,science fiction pierce brown golden son science fiction fantasy
gay and lesbian romance,k.c. wells,someone to keep me,erotica,romance,gay and lesbian romance k.c. wells someone to keep me erotica romance
science fiction,emma newman,planetfall,science fiction,fiction,science fiction emma newman planetfall science fiction fiction
horror,kurtis j. wiebe,rat queens  vol. 2  the far reaching tentacles of n'rygoth,sequential art,sequential art,horror kurtis j. wiebe rat queens  vol. 2  the far reaching tentacles of n'rygoth sequential art sequential art
romance,melissa  collins,let love live,romance,romance,romance melissa  collins let love live romance romance
cooking food wine,julee rosso,the new basics cookbook,food and drink,food and drink,cooking food wine julee rosso the new basics cookbook food and drink food and drink
suspense thriller,samantha jacobey,summer angel,novella,romance,suspense thriller samantha jacobey summer angel novella romance
cooking food wine,giada de laurentiis,giada's family dinners,food and drink,food and drink,cooking food wine giada de laurentiis giada's family dinners food and drink food and drink
gay and lesbian,n.r. walker,sense of place,romance,contemporary,gay and lesbian n.r. walker sense of place romance contemporary
fiction historical fiction,natasha pulley,the watchmaker of filigree street,fantasy,historical,fiction historical fiction natasha pulley the watchmaker of filigree street fantasy historical
horror,gemma farrow,beneath the willow,horror,fantasy,horror gemma farrow beneath the willow horror fantasy
cooking food wine,anne byrn,the cake mix doctor,food and drink,food and drink,cooking food wine anne byrn the cake mix doctor food and drink food and drink
history,hunter s. jones,september again,romance,poetry,history hunter s. jones september again romance poetry
cooking food wine travel,m.f.k. fisher,the art of eating,nonfiction,food and drink,cooking food wine travel m.f.k. fisher the art of eating nonfiction food and drink
comics graphic novels,kieron gillen,the wicked + the divine  vol. 2  fandemonium,sequential art,sequential art,comics graphic novels kieron gillen the wicked + the divine  vol. 2  fandemonium sequential art sequential art
cooking food wine,nigel slater,the kitchen diaries  a year in the kitchen with nigel slater,food and drink,food and drink,cooking food wine nigel slater the kitchen diaries  a year in the kitchen with nigel slater food and drink food and drink
cooking food wine,rose levy beranbaum,the bread bible,food and drink,food and drink,cooking food wine rose levy beranbaum the bread bible food and drink food and drink
non fiction,better homes and gardens,better homes and gardens new cook book,food and drink,food and drink,non fiction better homes and gardens better homes and gardens new cook book food and drink food and drink
fiction science fiction fantasy,kazuo ishiguro,the buried giant,fantasy,fiction,fiction science fiction fantasy kazuo ishiguro the buried giant fantasy fiction
cooking food wine,anna thomas,vegetarian epicure,food and drink,food and drink,cooking food wine anna thomas vegetarian epicure food and drink food and drink
cooking food wine biographies memoirs,ruth reichl,the gourmet cookbook  more than 1000 recipes,food and drink,food and drink,cooking food wine biographies memoirs ruth reichl the gourmet cookbook  more than 1000 recipes food and drink food and drink
science fiction fantasy,ian mcdonald,new moon,science fiction,fiction,science fiction fantasy ian mcdonald new moon science fiction fiction
cooking food wine,mark bittman,how to cook everything  simple recipes for great food,food and drink,food and drink,cooking food wine mark bittman how to cook everything  simple recipes for great food food and drink food and drink
science fiction fantasy science,john scalzi,the end of all things,science fiction,fiction,science fiction fantasy science john scalzi the end of all things science fiction fiction
cooking food wine travel cooking history,elizabeth david,french provincial cooking,food and drink,food and drink,cooking food wine travel cooking history elizabeth david french provincial cooking food and drink food and drink
cooking food wine biographies memoirs,madhur jaffrey,madhur jaffrey's world vegetarian  more than 650 meatless recipes from around the world,food and drink,food and drink,cooking food wine biographies memoirs madhur jaffrey madhur jaffrey's world vegetarian  more than 650 meatless recipes from around the world food and drink food and drink
cooking food wine biographies memoirs,julia child,the way to cook,food and drink,food and drink,cooking food wine biographies memoirs julia child the way to cook food and drink food and drink
fantasy,michelle hauck,grudging,fantasy,young adult,fantasy michelle hauck grudging fantasy young adult
romance science fiction fantasy,grace draven,master of crows,fantasy,romance,romance science fiction fantasy grace draven master of crows fantasy romance
cooking food wine,stephanie alexander,the cook's companion,food and drink,food and drink,cooking food wine stephanie alexander the cook's companion food and drink food and drink
comics graphic novels,brian k. vaughan,saga  vol. 5,sequential art,sequential art,comics graphic novels brian k. vaughan saga  vol. 5 sequential art sequential art
cooking food wine,rick bayless,mexico one plate at a time,food and drink,food and drink,cooking food wine rick bayless mexico one plate at a time food and drink food and drink
cooking food wine home garden,good housekeeping,the good housekeeping illustrated cookbook,food and drink,food and drink,cooking food wine home garden good housekeeping the good housekeeping illustrated cookbook food and drink food and drink
nonfiction cooking food wine,lisa jervis,cook food  a manualfesto for easy  healthy  local eating,food and drink,food and drink,nonfiction cooking food wine lisa jervis cook food  a manualfesto for easy  healthy  local eating food and drink food and drink
science fiction,tyrolin puxty,broken dolls,fantasy,young adult,science fiction tyrolin puxty broken dolls fantasy young adult
cookbooks science,harold mcgee,on food and cooking  the science and lore of the kitchen,food and drink,food and drink,cookbooks science harold mcgee on food and cooking  the science and lore of the kitchen food and drink food and drink
cooking food wine,karen page,the flavor bible  the essential guide to culinary creativity  based on the wisdom of america's most imaginative chefs,food and drink,food and drink,cooking food wine karen page the flavor bible  the essential guide to culinary creativity  based on the wisdom of america's most imaginative chefs food and drink food and drink
romance historical fiction,judith mcnaught,whitney  my love,romance,romance,romance historical fiction judith mcnaught whitney  my love romance romance
cookbooks,mollie katzen,the new enchanted broccoli forest (mollie katzen's classic cooking),food and drink,food and drink,cookbooks mollie katzen the new enchanted broccoli forest (mollie katzen's classic cooking) food and drink food and drink
cooking food wine,ina garten,the barefoot contessa cookbook,food and drink,food and drink,cooking food wine ina garten the barefoot contessa cookbook food and drink food and drink
fantasy,scott  hawkins,the library at mount char,fantasy,horror,fantasy scott  hawkins the library at mount char fantasy horror
science fiction,ann leckie,ancillary mercy,science fiction,fiction,science fiction ann leckie ancillary mercy science fiction fiction
home garden cooking food wine,martha stewart,everyday food  great food fast,food and drink,food and drink,home garden cooking food wine martha stewart everyday food  great food fast food and drink food and drink
cooking food wine history,claudia roden,the new book of middle eastern food,food and drink,food and drink,cooking food wine history claudia roden the new book of middle eastern food food and drink food and drink
science fiction,neal stephenson,seveneves,science fiction,fiction,science fiction neal stephenson seveneves science fiction fiction
cooking,alice waters,the art of simple food  notes  lessons  and recipes from a delicious revolution,food and drink,food and drink,cooking alice waters the art of simple food  notes  lessons  and recipes from a delicious revolution food and drink food and drink
cooking food wine,deborah madison,vegetarian cooking for everyone,food and drink,food and drink,cooking food wine deborah madison vegetarian cooking for everyone food and drink food and drink
cooking food wine,irma s. rombauer,the joy of cooking,food and drink,food and drink,cooking food wine irma s. rombauer the joy of cooking food and drink food and drink
mystery thrillers,frederick lee brooke,doing max vinyl,mystery,fiction,mystery thrillers frederick lee brooke doing max vinyl mystery fiction
mystery thrillers,anna lee huber,the anatomist's wife,mystery,historical,mystery thrillers anna lee huber the anatomist's wife mystery historical
fiction religion,chaim potok,the promise,fiction,classics,fiction religion chaim potok the promise fiction classics
children s books,sydney taylor,all of a kind family,historical,childrens,children s books sydney taylor all of a kind family historical childrens
history nonfiction,david mccullough,the great bridge  the epic story of the building of the brooklyn bridge,history,nonfiction,history nonfiction david mccullough the great bridge  the epic story of the building of the brooklyn bridge history nonfiction
science fiction fantasy horror mystery thrillers,richard matheson,i am legend and other stories,horror,fiction,science fiction fantasy horror mystery thrillers richard matheson i am legend and other stories horror fiction
mystery fiction historical fiction,ellis peters,the leper of saint giles,mystery,historical,mystery fiction historical fiction ellis peters the leper of saint giles mystery historical
literature fiction,arthur nersesian,the fuck up,fiction,novels,literature fiction arthur nersesian the fuck up fiction novels
historical fiction,aubrey wynne,merry christmas  henry,holiday,romance,historical fiction aubrey wynne merry christmas  henry holiday romance
fiction philosophy short stories,franz kafka,amerika,fiction,classics,fiction philosophy short stories franz kafka amerika fiction classics
literature fiction,julia glass,three junes,fiction,book club,literature fiction julia glass three junes fiction book club
children s books,kay thompson,eloise,childrens,childrens,children s books kay thompson eloise childrens childrens
biographies memoirs poetry,jim carroll,the basketball diaries,nonfiction,autobiography,biographies memoirs poetry jim carroll the basketball diaries nonfiction autobiography
fiction,don delillo,falling man,fiction,novels,fiction don delillo falling man fiction novels
romance,lori foster,the night before christmas,romance,holiday,romance lori foster the night before christmas romance holiday
humor romance short stories,damon runyon,guys and dolls and other writings,short stories,fiction,humor romance short stories damon runyon guys and dolls and other writings short stories fiction
humor and comedy,daire feeney,boat shoes – soliloquy of a useless eater  book two,fiction,see top shelves…,humor and comedy daire feeney boat shoes – soliloquy of a useless eater  book two fiction see top shelves…
children s,valentine davies,miracle on 34th street,holiday,fiction,children s valentine davies miracle on 34th street holiday fiction
fiction crime,richard price,lush life,fiction,mystery,fiction crime richard price lush life fiction mystery
fiction novellas,nathanael west,miss lonelyhearts and a cool million,fiction,classics,fiction novellas nathanael west miss lonelyhearts and a cool million fiction classics
history,edwin g. burrows,gotham  a history of new york city to 1898,nonfiction,history,history edwin g. burrows gotham  a history of new york city to 1898 nonfiction history
poetry,walt whitman,poetry and prose,poetry,classics,poetry walt whitman poetry and prose poetry classics
romance,linda lael miller,i'll be home for christmas,holiday,romance,romance linda lael miller i'll be home for christmas holiday romance
history,luc sante,low life  lures and snares of old new york,history,nonfiction,history luc sante low life  lures and snares of old new york history nonfiction
historical fiction romance,cathy maxwell,a seduction at christmas,romance,romance,historical fiction romance cathy maxwell a seduction at christmas romance romance
romance,sandra heath,regency christmas wishes,romance,holiday,romance sandra heath regency christmas wishes romance holiday
biography history,david von drehle,triangle  the fire that changed america,history,nonfiction,biography history david von drehle triangle  the fire that changed america history nonfiction
mystery thrillers,joanne fluke,candy cane murder,mystery,holiday,mystery thrillers joanne fluke candy cane murder mystery holiday
children s romance,jean merrill,the pushcart war,fiction,childrens,children s romance jean merrill the pushcart war fiction childrens
fiction memoir,paul auster,the new york trilogy,fiction,mystery,fiction memoir paul auster the new york trilogy fiction mystery
romance historical fiction,mary balogh,christmas keepsakes,holiday,romance,romance historical fiction mary balogh christmas keepsakes holiday romance
romance,victoria alexander,a visit from sir nicholas,romance,romance,romance victoria alexander a visit from sir nicholas romance romance
nonfiction,herbert asbury,the gangs of new york,history,nonfiction,nonfiction herbert asbury the gangs of new york history nonfiction
romance,sarah morgan,sleigh bells in the snow,romance,holiday,romance sarah morgan sleigh bells in the snow romance holiday
mystery thrillers,susanna gregory,a plague on both your houses,historical,mystery,mystery thrillers susanna gregory a plague on both your houses historical mystery
mystery thrillers,laurie r. king,a monstrous regiment of women,mystery,historical,mystery thrillers laurie r. king a monstrous regiment of women mystery historical
romance,fern michaels,let it snow,romance,holiday,romance fern michaels let it snow romance holiday
historical fiction,steven saylor,catilina's riddle,historical,mystery,historical fiction steven saylor catilina's riddle historical mystery
romance,sandra hill,twas the night,romance,holiday,romance sandra hill twas the night romance holiday
fiction romance,lyn stone,a regency christmas  scarlet ribbons   christmas promise   a little christmas,romance,romance,fiction romance lyn stone a regency christmas  scarlet ribbons   christmas promise   a little christmas romance romance
romance,susan mallery,high powered  hot blooded,romance,category romance,romance susan mallery high powered  hot blooded romance category romance
romance,beth kery,holiday bound,adult fiction,romance,romance beth kery holiday bound adult fiction romance
science fiction,michelle browne,the stolen  two short stories,short stories,science fiction,science fiction michelle browne the stolen  two short stories short stories science fiction
mystery thrillers,barbara cleverly,the last kashmiri rose,mystery,historical,mystery thrillers barbara cleverly the last kashmiri rose mystery historical
mystery thrillers historical fiction,c.s. harris,what remains of heaven,mystery,historical,mystery thrillers historical fiction c.s. harris what remains of heaven mystery historical
romance,lisa mondello,all i want for christmas is you,romance,holiday,romance lisa mondello all i want for christmas is you romance holiday
romance,sabrina jeffries,after the abduction,romance,romance,romance sabrina jeffries after the abduction romance romance
romance,jo beverley,christmas angel,romance,romance,romance jo beverley christmas angel romance romance
science fiction fantasy,robert n. charrette,never deal with a dragon,fantasy,science fiction,science fiction fantasy robert n. charrette never deal with a dragon fantasy science fiction
romance,grace burrowes,lady sophie's christmas wish,romance,romance,romance grace burrowes lady sophie's christmas wish romance romance
science fiction fantasy romance,sara creasy,song of scarabaeus,science fiction,romance,science fiction fantasy romance sara creasy song of scarabaeus science fiction romance
science fiction fantasy nonfiction,vernor vinge,the peace war,science fiction,fiction,science fiction fantasy nonfiction vernor vinge the peace war science fiction fiction
mystery thrillers,candace robb,the apothecary rose,mystery,historical,mystery thrillers candace robb the apothecary rose mystery historical
mystery thrillers,p.b. ryan,still life with murder,mystery,historical,mystery thrillers p.b. ryan still life with murder mystery historical
literature fiction,jonathan lethem,the fortress of solitude,novels,fiction,literature fiction jonathan lethem the fortress of solitude novels fiction
literature fiction historical fiction,edward rutherfurd,new york,historical,fiction,literature fiction historical fiction edward rutherfurd new york historical fiction
mystery thrillers,ashley gardner,the hanover square affair,mystery,historical,mystery thrillers ashley gardner the hanover square affair mystery historical
romance,katy regnery,the christmas wish,holiday,romance,romance katy regnery the christmas wish holiday romance
romance paranormal,addison fox,baby it's cold outside,romance,romance,romance paranormal addison fox baby it's cold outside romance romance
fantasy,c.t. phipps,infiltrator,science fiction,science fiction,fantasy c.t. phipps infiltrator science fiction science fiction
literature fiction,trisha ashley,twelve days of christmas,holiday,womens fiction,literature fiction trisha ashley twelve days of christmas holiday womens fiction
romance fantasy,janet chapman,a highlander christmas,romance,fantasy,romance fantasy janet chapman a highlander christmas romance fantasy
mystery thrillers science fiction fantasy,barbara hambly,a free man of color,mystery,historical,mystery thrillers science fiction fantasy barbara hambly a free man of color mystery historical
science fiction fantasy,e.j. deen,malevolent,science fiction,horror,science fiction fantasy e.j. deen malevolent science fiction horror
science fiction,william gibson,the peripheral,science fiction,fiction,science fiction william gibson the peripheral science fiction fiction
fiction young adult,b.n. mauldin,belligerent,science fiction,young adult,fiction young adult b.n. mauldin belligerent science fiction young adult
science fiction fantasy,bruce sterling,crystal express,science fiction,science fiction,science fiction fantasy bruce sterling crystal express science fiction science fiction
science fiction fantasy short stories,walter jon williams,implied spaces,science fiction,fiction,science fiction fantasy short stories walter jon williams implied spaces science fiction fiction
children s books literature fiction non fiction,e.b. white,stuart little,childrens,classics,children s books literature fiction non fiction e.b. white stuart little childrens classics
romance fantasy,christine s. feldman,pastels and jingle bells,holiday,romance,romance fantasy christine s. feldman pastels and jingle bells holiday romance
romance,toni blake,holly lane,romance,romance,romance toni blake holly lane romance romance
science fiction fantasy,rudy rucker,the hacker and the ants,science fiction,science fiction,science fiction fantasy rudy rucker the hacker and the ants science fiction science fiction
fiction cooking food wine,debbie macomber,mrs. miracle,holiday,romance,fiction cooking food wine debbie macomber mrs. miracle holiday romance
mystery thrillers,laura joh rowland,shinju,mystery,historical,mystery thrillers laura joh rowland shinju mystery historical
science fiction fantasy mystery thrillers,k.w. jeter,the glass hammer,science fiction,science fiction,science fiction fantasy mystery thrillers k.w. jeter the glass hammer science fiction science fiction
literature fiction short stories,henry james,washington square,classics,fiction,literature fiction short stories henry james washington square classics fiction
historical fiction mystery,c.j. sansom,dark fire,historical,mystery,historical fiction mystery c.j. sansom dark fire historical mystery
literature fiction science fiction fantasy,john shirley,eclipse corona,science fiction,science fiction,literature fiction science fiction fantasy john shirley eclipse corona science fiction science fiction
children s books,george selden,the cricket in times square,childrens,fiction,children s books george selden the cricket in times square childrens fiction
romance historical fiction,jane feather,snowy night with a stranger,romance,romance,romance historical fiction jane feather snowy night with a stranger romance romance
romance,stephanie rowe,jingle this!,romance,holiday,romance stephanie rowe jingle this! romance holiday
historical fiction mystery thrillers,ariana franklin,grave goods,historical,mystery,historical fiction mystery thrillers ariana franklin grave goods historical mystery
science fiction fantasy,joan d. vinge,psion,science fiction,fiction,science fiction fantasy joan d. vinge psion science fiction fiction
romance,christie ridgway,must love mistletoe,romance,holiday,romance christie ridgway must love mistletoe romance holiday
science fiction fantasy,joel shepherd,crossover,science fiction,science fiction,science fiction fantasy joel shepherd crossover science fiction science fiction
romance,jeannie moon,this christmas,holiday,romance,romance jeannie moon this christmas holiday romance
romance,robin covington,secret santa baby,holiday,romance,romance robin covington secret santa baby holiday romance
romance,katie lane,hunk for the holidays,romance,holiday,romance katie lane hunk for the holidays romance holiday
science fiction fantasy,gary ballard,under the amoral bridge,science fiction,science fiction,science fiction fantasy gary ballard under the amoral bridge science fiction science fiction
romance,lori wilde,the first love cookie club,romance,holiday,romance lori wilde the first love cookie club romance holiday
science fiction fantasy gay lesbian,samuel r. delany,babel 17 empire star,science fiction,fiction,science fiction fantasy gay lesbian samuel r. delany babel 17 empire star science fiction fiction
thriller,maggie shayne,an enchanted season,romance,romance,thriller maggie shayne an enchanted season romance romance
science fiction fiction,j.g. ballard,crash,fiction,science fiction,science fiction fiction j.g. ballard crash fiction science fiction
literature fiction,lauren beukes,moxyland,science fiction,fiction,literature fiction lauren beukes moxyland science fiction fiction
nonfiction literature fiction,tom wolfe,the bonfire of the vanities,fiction,classics,nonfiction literature fiction tom wolfe the bonfire of the vanities fiction classics
fiction,phillipa ashley,dating mr. december,holiday,romance,fiction phillipa ashley dating mr. december holiday romance
romance,jill shalvis,under the mistletoe,romance,romance,romance jill shalvis under the mistletoe romance romance
science fiction fantasy,william hertling,avogadro corp,science fiction,fiction,science fiction fantasy william hertling avogadro corp science fiction fiction
philosophy social sciences,jean baudrillard,simulacra and simulation,philosophy,nonfiction,philosophy social sciences jean baudrillard simulacra and simulation philosophy nonfiction
mystery thrillers,charles finch,the september society,mystery,historical,mystery thrillers charles finch the september society mystery historical
fantasy,jeff somers,the electric church,science fiction,science fiction,fantasy jeff somers the electric church science fiction science fiction
romance,lora leigh,hot for the holidays,fantasy,romance,romance lora leigh hot for the holidays fantasy romance
science fiction fantasy,michael swanwick,vacuum flowers,science fiction,science fiction,science fiction fantasy michael swanwick vacuum flowers science fiction science fiction
literature fiction entertainment,james francis cameron,strange days (movie tie in),science fiction,science fiction,literature fiction entertainment james francis cameron strange days (movie tie in) science fiction science fiction
romance,karen  erickson,jane's gift,romance,romance,romance karen  erickson jane's gift romance romance
science fiction fantasy,pat cadigan,tea from an empty cup,science fiction,science fiction,science fiction fantasy pat cadigan tea from an empty cup science fiction science fiction
science fiction fantasy,george alec effinger,the exile kiss,science fiction,science fiction,science fiction fantasy george alec effinger the exile kiss science fiction science fiction
mystery thrillers biographies memoirs,alan bradley,a red herring without mustard,mystery,fiction,mystery thrillers biographies memoirs alan bradley a red herring without mustard mystery fiction
fiction humor and comedy,penny watson,sweet inspiration,holiday,romance,fiction humor and comedy penny watson sweet inspiration holiday romance
science fiction fantasy literature fiction nonfiction,philip k. dick,do androids dream of electric sheep?,science fiction,fiction,science fiction fantasy literature fiction nonfiction philip k. dick do androids dream of electric sheep? science fiction fiction
science fiction fantasy literature fiction,david louis edelman,infoquake,science fiction,fiction,science fiction fantasy literature fiction david louis edelman infoquake science fiction fiction
science fiction fantasy,charles stross,accelerando,science fiction,fiction,science fiction fantasy charles stross accelerando science fiction fiction
science fiction fantasy,yukito kishiro,battle angel alita,sequential art,sequential art,science fiction fantasy yukito kishiro battle angel alita sequential art sequential art
romance literature fiction,robyn carr,my kind of christmas,romance,holiday,romance literature fiction robyn carr my kind of christmas romance holiday
romance literature fiction,jennifer crusie,santa  baby,romance,holiday,romance literature fiction jennifer crusie santa  baby romance holiday
romance,victoria  james,the billionaire's christmas baby,romance,holiday,romance victoria  james the billionaire's christmas baby romance holiday
science fiction comics,lana wachowski,the matrix  screenplay,media tie in,science fiction,science fiction comics lana wachowski the matrix  screenplay media tie in science fiction
paranormal romance science fiction fantasy,nalini singh,wild invitation,romance,fantasy,paranormal romance science fiction fantasy nalini singh wild invitation romance fantasy
science fiction fantasy,melissa scott,trouble and her friends,science fiction,science fiction,science fiction fantasy melissa scott trouble and her friends science fiction science fiction
science fiction fantasy,john brunner,the shockwave rider,science fiction,fiction,science fiction fantasy john brunner the shockwave rider science fiction fiction
romance,lola karns,winter fairy,holiday,romance,romance lola karns winter fairy holiday romance
comics graphic novels,warren ellis,transmetropolitan  vol. 1  back on the street,sequential art,sequential art,comics graphic novels warren ellis transmetropolitan  vol. 1  back on the street sequential art sequential art
science fiction,richard k. morgan,thirteen,science fiction,fiction,science fiction richard k. morgan thirteen science fiction fiction
romance,robin bielman,yours at midnight,romance,romance,romance robin bielman yours at midnight romance romance
literature fiction,jeff noon,vurt,science fiction,fiction,literature fiction jeff noon vurt science fiction fiction
fiction,julia pierpont,among the ten thousand things,fiction,literary fiction,fiction julia pierpont among the ten thousand things fiction literary fiction
literature fiction,diane chamberlain,the silent sister,fiction,mystery,literature fiction diane chamberlain the silent sister fiction mystery
children s,matt phelan,the storm in the barn,sequential art,historical,children s matt phelan the storm in the barn sequential art historical
science fiction fantasy,kalayna price,grave memory,fantasy,fantasy,science fiction fantasy kalayna price grave memory fantasy fantasy
literature fiction nonfiction,lidia yuknavitch,the small backs of children,fiction,contemporary,literature fiction nonfiction lidia yuknavitch the small backs of children fiction contemporary
children s books historical fiction,jennifer l. holm,monster mash,sequential art,holiday,children s books historical fiction jennifer l. holm monster mash sequential art holiday
nonfiction true crime,ann rule,a rage to kill and other true cases,crime,nonfiction,nonfiction true crime ann rule a rage to kill and other true cases crime nonfiction
romance,pam b. morris,smitten image,romance,romance,romance pam b. morris smitten image romance romance
young adult,jana oliver,forgiven,young adult,fantasy,young adult jana oliver forgiven young adult fantasy
science fiction fantasy poetry,roger zelazny,a night in the lonesome october,fantasy,horror,science fiction fantasy poetry roger zelazny a night in the lonesome october fantasy horror
comics graphic novels outdoors nature,andy runton,owly  vol. 5  tiny tales,sequential art,sequential art,comics graphic novels outdoors nature andy runton owly  vol. 5  tiny tales sequential art sequential art
nonfiction fiction,thomas thompson,blood and money,crime,nonfiction,nonfiction fiction thomas thompson blood and money crime nonfiction
fiction fantasy,sharma shields,the sasquatch hunter's almanac,fiction,fantasy,fiction fantasy sharma shields the sasquatch hunter's almanac fiction fantasy
romance,nicole edwards,travis,erotica,adult fiction,romance nicole edwards travis erotica adult fiction
graphic novels,dana simpson,phoebe and her unicorn,sequential art,fantasy,graphic novels dana simpson phoebe and her unicorn sequential art fantasy
science fiction fantasy,robert lynn asprin,thieves' world,fantasy,fiction,science fiction fantasy robert lynn asprin thieves' world fantasy fiction
science fiction fantasy romance,anne bishop,daughter of the blood,fantasy,romance,science fiction fantasy romance anne bishop daughter of the blood fantasy romance
mystery thrillers,candace dempsey,murder in italy  amanda knox  meredith kercher and the murder trial that shocked the world,crime,nonfiction,mystery thrillers candace dempsey murder in italy  amanda knox  meredith kercher and the murder trial that shocked the world crime nonfiction
nonfiction crime,t.j. english,born to kill  the rise and fall of america's bloodiest asian gang,crime,nonfiction,nonfiction crime t.j. english born to kill  the rise and fall of america's bloodiest asian gang crime nonfiction
crime,steve    jackson,bogeyman   he was every parent's nightmare,crime,nonfiction,crime steve    jackson bogeyman   he was every parent's nightmare crime nonfiction
contemporary,opal carew,forbidden heat,adult fiction,romance,contemporary opal carew forbidden heat adult fiction romance
paranormal romance,annmarie mckenna,make mine midnight,adult fiction,romance,paranormal romance annmarie mckenna make mine midnight adult fiction romance
nonfiction social sciences,pete earley,the hot house  life inside leavenworth prison,crime,nonfiction,nonfiction social sciences pete earley the hot house  life inside leavenworth prison crime nonfiction
science fiction fantasy romance,kelly meding,wrong side of dead,fantasy,fantasy,science fiction fantasy romance kelly meding wrong side of dead fantasy fantasy
